indent,taxonID,rank,A id,A name,B id,B name,relation,other id,other name,note,reason,changed_props,unchanged
——————,1009,genus,37348,A.Mammuthus,,,,,,,,,
——————,1011,genus,39051,A.Mammut,,,,,,,,,
—————,1013,family,,,9780,B.Elephantidae,particle-set<=,9779,A.Proboscidea,split,,,
——————,1014,species,9781,A.Elephantidae gen. sp.,9781,B.Elephantidae gen. sp.,=,,,moved,canonicalName,,tip
——————,1015,genus,9782,A.Elephas,9782,B.Elephas,=,,,moved,canonicalName,,
———————,1016,species,9783,A.Elephas maximus,9783,B.Elephas maximus,=,,,,canonicalName,,subtree=
———————,1022,species,251093,A.Elephas antiquus,,,,,,,,,
———————,1024,species,363579,A.Elephas cypriotes,363579,B.Elephas cypriotes,=,,,,canonicalName,,tip
———————,1025,species,,,251093,B.Elephas antiquus,,,,,,,
———————,1026,,,,2618891,B.unclassified Elephas,,,,,,,
——————,1028,genus,9784,A.Loxodonta,9784,B.Loxodonta,=,,,moved,canonicalName,number_of_children,
———————,1029,species,9785,A.Loxodonta africana,,,,,,,,,
———————,1031,species,99490,A.Loxodonta cyclotis,99490,B.Loxodonta cyclotis,=,,,,scientificName,,tip
———————,1032,species,169825,A.Loxodonta cyclotis x africana,169825,B.Loxodonta cyclotis x africana,=,,,,canonicalName,,tip
———————,1033,species,,,9785,B.Loxodonta africana,,,,,,,
———————,1034,,,,2682739,B.environmental samples#2682739,,,,,,,
————————,1035,species,,,2682740,B.Loxodonta environmental sample,,,,,,,
——————,1036,genus,,,37348,B.Mammuthus,,,,,,,
———————,1037,species,37349,A.Mammuthus primigenius,,,particle-set<=,37348,B.Mammuthus,lump,synonym+canonicalName+synonym,,
———————,1038,species,,,37349,B.Mammuthus primigenius,particle-set<=,37348,A.Mammuthus,split,synonym+canonicalName+synonym,,
———————,1039,species,,,1851652,B.Mammuthus jeffersonii,,,,,,,
———————,1040,species,,,1851653,B.Mammuthus exilis,,,,,,,
———————,1041,,,,2627827,B.unclassified Mammuthus,,,,,,,
————————,1042,species,,,1851651,B.Mammuthus sp.,,,,,,,
————————,1043,species,,,1975613,B.Mammuthus sp. Bechan Cave,,,,,,,
——————,1044,genus,,,39051,B.Mammut,,,,,,,
————,1045,order,9810,A.Hyracoidea,9810,B.Hyracoidea,=,,,,canonicalName,,
—————,1046,family,9811,A.Procaviidae,9811,B.Procaviidae,=,,,,canonicalName,,
——————,1047,genus,9812,A.Procavia,9812,B.Procavia,=,,,,canonicalName,,
———————,1048,species,9813,A.Procavia capensis,,,,,,,,,
———————,1050,species,132571,A.Procavia johnstoni,132571,B.Procavia johnstoni,=,,,,canonicalName,,tip
———————,1051,species,,,9813,B.Procavia capensis,,,,,,,
————————,1052,subspecies,,,1973248,B.Procavia capensis capensis,,,,,,,
————————,1053,subspecies,,,1973249,B.Procavia capensis welwitschii,,,,,,,
——————,1054,genus,42324,A.Dendrohyrax,42324,B.Dendrohyrax,=,,,,canonicalName,,subtree=
——————,1057,genus,77597,A.Heterohyrax,,,,,,,,,
———————,1058,species,77598,A.Heterohyrax brucei,77598,B.Heterohyrax brucei,=,,,,canonicalName,number_of_children,
————————,1059,subspecies,,,1973246,B.Heterohyrax brucei granti,,,,,,,
————————,1060,subspecies,,,1973247,B.Heterohyrax brucei ruddi,,,,,,,
——————,1061,genus,,,77597,B.Heterohyrax,,,,,,,
—————,1062,,1068018,A.Unclassified Hyracoidea,,,,,,,,,
—————,1064,,,,1068018,B.unclassified Hyracoidea,,,,,,,
————,1065,order,9815,A.Tubulidentata,,,,,,,,,
—————,1066,family,9816,A.Orycteropodidae,,,,,,,,,
——————,1067,genus,9817,A.Orycteropus,,,,,,,,,
———————,1068,species,9818,A.Orycteropus afer,,,,,,,,,
————,1070,order,28734,A.Macroscelidea,28734,B.Macroscelidea,=,,,,canonicalName,,
—————,1071,family,28735,A.Macroscelididae,28735,B.Macroscelididae,=,,,,canonicalName,number_of_children,
——————,1072,genus,28736,A.Elephantulus,,,particle-set<=,28735,B.Macroscelididae,lump,monotypic,,
——————,1073,genus,29081,A.Macroscelides,29081,B.Macroscelides,=,,,,canonicalName,,
———————,1074,species,29082,A.Macroscelides proboscideus,,,,,,,,,
———————,1076,species,432356,A.Macroscelides flavicaudatus,432356,B.Macroscelides flavicaudatus,=,,,,canonicalName,,tip
———————,1077,species,1460501,A.Macroscelides micus,1460501,B.Macroscelides micus,=,,,,scientificName,,tip
———————,1078,species,,,29082,B.Macroscelides proboscideus,,,,,,,
——————,1079,genus,113271,A.Petrodromus,,,,,,,,,
———————,1080,species,113272,A.Petrodromus tetradactylus,113272,B.Petrodromus tetradactylus,=,,,,canonicalName,,tip
——————,1081,genus,151030,A.Rhynchocyon,151030,B.Rhynchocyon,=,,,,scientificName,number_of_children,
———————,1082,species,320636,A.Rhynchocyon chrysopygus,320636,B.Rhynchocyon chrysopygus,=,,,,canonicalName,scientificName,tip
———————,1083,species,320637,A.Rhynchocyon petersi,320637,B.Rhynchocyon petersi,=,,,,scientificName,number_of_children,
————————,1084,subspecies,,,1888231,B.Rhynchocyon petersi adersi,,,,,,,
————————,1085,subspecies,,,1888232,B.Rhynchocyon petersi petersi,,,,,,,
———————,1086,species,473867,A.Rhynchocyon cirnei,,,,,,,,,
———————,1088,species,1397287,A.Rhynchocyon udzungwensis,1397287,B.Rhynchocyon udzungwensis,=,,,,scientificName,,tip
———————,1089,species,,,473867,B.Rhynchocyon cirnei,,,,,,,
————————,1090,subspecies,,,1888227,B.Rhynchocyon cirnei stuhlmanni,,,,,,,
————————,1091,subspecies,,,1888228,B.Rhynchocyon cirnei shirensis,,,,,,,
————————,1092,subspecies,,,1888229,B.Rhynchocyon cirnei macrurus,,,,,,,
————————,1093,subspecies,,,1888230,B.Rhynchocyon cirnei cirnei,,,,,,,
———————,1094,,,,2623089,B.unclassified Rhynchocyon,particle-set<=,151030,A.Rhynchocyon,split,monotypic,,
——————,1097,genus,,,28736,B.Elephantulus,,,,,,,
———————,1098,species,28737,A.Elephantulus edwardii,28737,B.Elephantulus edwardii,=,,,moved,canonicalName,,tip
———————,1099,species,42151,A.Elephantulus rufescens,42151,B.Elephantulus rufescens,=,,,moved,canonicalName,,tip
———————,1100,species,113275,A.Elephantulus brachyrhynchus,113275,B.Elephantulus brachyrhynchus,=,,,moved,canonicalName,,tip
———————,1101,species,113276,A.Elephantulus intufi,113276,B.Elephantulus intufi,=,,,moved,canonicalName,,tip
———————,1102,species,113277,A.Elephantulus myurus,113277,B.Elephantulus myurus,=,,,moved,canonicalName,,tip
———————,1103,species,113278,A.Elephantulus rupestris,113278,B.Elephantulus rupestris,=,,,moved,canonicalName,,tip
———————,1104,species,483426,A.Elephantulus fuscipes,483426,B.Elephantulus fuscipes,=,,,moved,canonicalName,,tip
———————,1105,species,483427,A.Elephantulus fuscus,483427,B.Elephantulus fuscus,=,,,moved,canonicalName,,tip
———————,1106,species,483428,A.Elephantulus revoili,483428,B.Elephantulus revoili,=,,,moved,canonicalName,,tip
———————,1107,,,,2642962,B.unclassified Elephantulus,,,,,,,
——————,1116,genus,,,113271,B.Petrodromus,,,,,,,
——————,1117,genus,,,1873009,B.Petrosaltator,,,,,,,
———————,1118,species,237658,A.Elephantulus rozeti,237658,B.Petrosaltator rozeti,=,,,moved,,canonicalName,tip
————,1119,order,,,9815,B.Tubulidentata,,,,,,,
—————,1120,family,,,9816,B.Orycteropodidae,,,,,,,
——————,1121,genus,,,9817,B.Orycteropus,,,,,,,
———————,1122,species,,,9818,B.Orycteropus afer,,,,,,,
———,1123,,1437010,A.Boreoeutheria,1437010,B.Boreoeutheria,=,,,,canonicalName,,
————,1124,superorder,314145,A.Laurasiatheria,314145,B.Laurasiatheria,=,,,,canonicalName,,
—————,1125,order,9362,A.Insectivora,9362,B.Eulipotyphla,=,,,,ncbi_id,canonicalName,
——————,1126,family,9363,A.Erinaceidae,9363,B.Erinaceidae,=,,,,scientificName,,
———————,1127,subfamily,9366,A.Galericinae,9366,B.Galericinae,=,,,,scientificName,,
————————,1128,genus,48896,A.Hylomys,48896,B.Hylomys,=,,,,canonicalName,number_of_children,
—————————,1129,species,48897,A.Hylomys suillus,48897,B.Hylomys suillus,=,,,,canonicalName,,subtree=
—————————,1135,species,136086,A.Hylomys parvus,136086,B.Hylomys parvus,=,,,,canonicalName,,tip
—————————,1136,species,1543302,A.Hylomys megalotis,1543302,B.Hylomys megalotis,=,,,,canonicalName,scientificName,tip
—————————,1137,species,,,1795319,B.Hylomys cf. suillus JJS-2016,,,,,,,
—————————,1138,,,,2637714,B.unclassified Hylomys,,,,,,,
————————,1140,genus,48904,A.Podogymnura,,,,,,,,,
—————————,1141,species,48905,A.Podogymnura truei,48905,B.Podogymnura truei,=,,,,canonicalName,,tip
————————,1142,genus,162629,A.Echinosorex,,,,,,,,,
————————,1144,genus,483535,A.Neohylomys,,,,,,,,,
—————————,1145,species,483536,A.Neohylomys hainanensis,483536,B.Neohylomys hainanensis,=,,,,canonicalName,,tip
————————,1146,genus,977877,A.Neotetracus,,,,,,,,,
————————,1148,genus,,,48904,B.Podogymnura,,,,,,,
————————,1149,genus,,,162629,B.Echinosorex,,,,,,,
————————,1150,genus,,,483535,B.Neohylomys,,,,,,,
————————,1151,genus,,,977877,B.Neotetracus,,,,,,,
———————,1152,subfamily,30577,A.Erinaceinae,30577,B.Erinaceinae,=,,,,scientificName,,
————————,1153,genus,9364,A.Erinaceus,9364,B.Erinaceus,=,,,,scientificName,number_of_children,
—————————,1154,species,9365,A.Erinaceus europaeus,9365,B.Erinaceus europaeus,=,,,,scientificName,,tip
—————————,1155,species,37316,A.Erinaceus concolor,,,,,,,,,
—————————,1157,species,105687,A.Erinaceus ecaudatus,105687,B.Erinaceus ecaudatus,=,,,,canonicalName,,tip
—————————,1158,species,757341,A.Erinaceus amurensis,757341,B.Erinaceus amurensis,=,,,,scientificName,,tip
—————————,1159,species,1052165,A.Erinaceus roumanicus,1052165,B.Erinaceus roumanicus,=,,,,canonicalName,scientificName,tip
—————————,1160,species,,,37316,B.Erinaceus concolor,,,,,,,
—————————,1161,,,,2618238,B.unclassified Erinaceus,particle-set<=,9364,A.Erinaceus,split,monotypic,,
————————,1165,genus,9367,A.Atelerix,9367,B.Atelerix,=,,,,canonicalName,number_of_children,
—————————,1166,species,9368,A.Atelerix albiventris,9368,B.Atelerix albiventris,=,,,,canonicalName,,tip
—————————,1167,species,30576,A.Atelerix algirus,30576,B.Atelerix algirus,=,,,,canonicalName,,tip
—————————,1168,species,1506268,A.Atelerix frontalis,1506268,B.Atelerix frontalis,=,,,,scientificName,,tip
—————————,1169,,,,2618624,B.unclassified Atelerix,,,,,,,
——————————,1170,species,,,2547254,B.Atelerix sp. isolate 398 CF-2019,,,,,,,
——————————,1171,species,,,2547255,B.Atelerix sp. isolate 404 CF-2019,,,,,,,
——————————,1172,species,,,2547256,B.Atelerix sp. isolate 406 CF-2019,,,,,,,
——————————,1173,species,,,2547257,B.Atelerix sp. isolate 6610 CF-2019,,,,,,,
——————————,1174,species,,,2547258,B.Atelerix sp. isolate 6623 CF-2019,,,,,,,
——————————,1175,species,,,2547259,B.Atelerix sp. isolate 6647 CF-2019,,,,,,,
——————————,1176,species,,,2547260,B.Atelerix sp. isolate 6651 CF-2019,,,,,,,
——————————,1177,species,,,2547261,B.Atelerix sp. isolate 6781 CF-2019,,,,,,,
——————————,1178,species,,,2547262,B.Atelerix sp. isolate 6791 CF-2019,,,,,,,
————————,1179,genus,30578,A.Hemiechinus,,,,,,,,,
—————————,1180,species,217708,A.Hemiechinus auritus,217708,B.Hemiechinus auritus,=,,,,canonicalName,number_of_children,
——————————,1181,subspecies,,,2066582,B.Hemiechinus auritus megalotis,,,,,,,
————————,1182,genus,30579,A.Paraechinus,30579,B.Paraechinus,=,,,,canonicalName,,
—————————,1183,species,262775,A.Paraechinus aethiopicus,,,,,,,,,
—————————,1185,species,1543301,A.Paraechinus hypomelas,1543301,B.Paraechinus hypomelas,=,,,,scientificName,,tip
—————————,1186,species,,,262775,B.Paraechinus aethiopicus,,,,,,,
————————,1187,genus,111451,A.Mesechinus,111451,B.Mesechinus,=,,,,scientificName,,
—————————,1188,species,111452,A.Mesechinus dauuricus,111452,B.Mesechinus dauuricus,=,,,,scientificName,,tip
—————————,1189,species,977876,A.Mesechinus hughi,977876,B.Mesechinus hughi,=,,,,scientificName,number_of_children,
——————————,1190,subspecies,,,1756611,B.Mesechinus hughi miodon,,,,,,,
————————,1191,genus,,,30578,B.Hemiechinus,,,,,,,
——————,1192,family,9373,A.Talpidae,9373,B.Talpidae,=,,,,canonicalName,,
———————,1193,genus,9374,A.Talpa,9374,B.Talpa,=,,,,canonicalName,number_of_children,
————————,1194,species,9375,A.Talpa europaea,9375,B.Talpa europaea,=,,,,canonicalName,,tip
————————,1195,species,50954,A.Talpa occidentalis,50954,B.Talpa occidentalis,=,,,,canonicalName,,tip
————————,1196,species,52886,A.Talpa romana,52886,B.Talpa romana,=,,,,canonicalName,,tip
————————,1197,species,109473,A.Talpa caeca,109473,B.Talpa caeca,=,,,,canonicalName,,tip
————————,1198,species,114409,A.Talpa altaica,114409,B.Talpa altaica,=,,,,canonicalName,,tip
————————,1199,species,678617,A.Talpa stankovici,678617,B.Talpa stankovici,=,,,,canonicalName,,tip
————————,1200,species,700934,A.Talpa levantis,700934,B.Talpa levantis,=,,,,scientificName,number_of_children,
—————————,1201,subspecies,,,1607956,B.Talpa levantis minima,,,,,,,
————————,1202,species,700935,A.Talpa caucasica,700935,B.Talpa caucasica,=,,,,scientificName,number_of_children,
—————————,1203,subspecies,,,1607957,B.Talpa caucasica ognevi,,,,,,,
————————,1204,species,,,1607695,B.Talpa davidiana,,,,,,,
————————,1205,species,,,2306880,B.Talpa martinorum,,,,,,,
————————,1206,species,,,2615124,B.Talpa aquitania,,,,,,,
————————,1207,,,,2636403,B.unclassified Talpa,,,,,,,
—————————,1208,species,,,1607694,B.Talpa sp. AB-2015,,,,,,,
—————————,1209,species,,,1983367,B.Talpa sp. BA-2017,,,,,,,
———————,1210,genus,62294,A.Mogera,62294,B.Mogera,=,,,,canonicalName,number_of_children,
————————,1211,species,62295,A.Mogera wogura,62295,B.Mogera wogura,=,,,,canonicalName,,tip
————————,1212,species,111428,A.Mogera robusta,111428,B.Mogera robusta,=,,,,canonicalName,,tip
————————,1213,species,114413,A.Mogera insularis,,,,,,,,,
————————,1215,species,114414,A.Mogera tokudae,114414,B.Mogera tokudae,=,,,,canonicalName,,tip
————————,1216,species,114415,A.Mogera imaizumii,114415,B.Mogera imaizumii,=,,,,canonicalName,,tip
————————,1217,species,468912,A.Mogera kanoana,468912,B.Mogera kanoana,=,,,,canonicalName,,tip
————————,1218,species,,,114413,B.Mogera insularis,,,,,,,
————————,1219,,,,281285,B.unclassified Mogera,,,,,,,
—————————,1220,species,,,1752044,B.Mogera sp. FH-2015,,,,,,,
———————,1221,genus,71118,A.Scalopus,,,,,,,,,
———————,1223,genus,94436,A.Parascalops,,,,,,,,,
———————,1225,genus,106105,A.Urotrichus,,,,,,,,,
————————,1226,species,106106,A.Urotrichus talpoides,106106,B.Urotrichus talpoides,=,,,,canonicalName,,tip
———————,1227,genus,114410,A.Euroscaptor,114410,B.Euroscaptor,=,,,,canonicalName,number_of_children,
————————,1228,species,114411,A.Euroscaptor mizura,114411,B.Euroscaptor mizura,=,,,,canonicalName,,tip
————————,1229,species,286131,A.Euroscaptor micrura,286131,B.Euroscaptor micrura,=,,,,canonicalName,,tip
————————,1230,species,481574,A.Euroscaptor longirostris,481574,B.Euroscaptor longirostris,=,,,,scientificName,,tip
————————,1231,species,533184,A.Euroscaptor malayana,533184,B.Euroscaptor malayana,=,,,,canonicalName,,tip
————————,1232,species,1340036,A.Euroscaptor parvidens,1340036,B.Euroscaptor parvidens,=,,,,scientificName,,tip
————————,1233,species,1340169,A.Euroscaptor klossi,1340169,B.Euroscaptor klossi,=,,,,scientificName,,tip
————————,1234,species,,,1581555,B.Euroscaptor subanura,,,,,,,
————————,1235,species,,,1955400,B.Euroscaptor kuznetsovi,,,,,,,
————————,1236,species,,,1955401,B.Euroscaptor orlovi,,,,,,,
————————,1237,,,,2647770,B.unclassified Euroscaptor,,,,,,,
—————————,1238,species,,,1748406,B.Euroscaptor sp. AB-2015,,,,,,,
———————,1239,genus,143301,A.Condylura,,,,,,,,,
———————,1241,genus,176848,A.Uropsilus,176848,B.Uropsilus,=,,,,canonicalName,number_of_children,
————————,1242,species,182668,A.Uropsilus andersoni,182668,B.Uropsilus andersoni,=,,,,canonicalName,,tip
————————,1243,species,182669,A.Uropsilus gracilis,182669,B.Uropsilus gracilis,=,,,,canonicalName,,tip
————————,1244,species,182670,A.Uropsilus investigator,182670,B.Uropsilus investigator,=,,,,canonicalName,,tip
————————,1245,species,182671,A.Uropsilus soricipes,182671,B.Uropsilus soricipes,=,,,,canonicalName,,tip
————————,1246,species,1171130,A.Uropsilus aequodonenia,1171130,B.Uropsilus aequodonenia,=,,,,scientificName,,tip
————————,1247,species,1415658,A.Uropsilus atronates,1415658,B.Uropsilus atronates,=,,,,scientificName,,tip
————————,1248,species,1415659,A.Uropsilus nivatus,1415659,B.Uropsilus nivatus,=,,,,scientificName,,tip
————————,1249,,,,2640566,B.unclassified Uropsilus,particle-set<=,176848,A.Uropsilus,split,monotypic,,
—————————,1250,species,176849,A.Uropsilus sp.,176849,B.Uropsilus sp.,=,,,moved,canonicalName,,tip
—————————,1251,species,202263,A.Uropsilus sp. CCJD_2002,202263,B.Uropsilus sp. CCJD_2002,=,,,moved,canonicalName,,tip
—————————,1252,species,389268,A.Uropsilus sp. SSD-2006,389268,B.Uropsilus sp. SSD-2006,=,,,moved,canonicalName,,tip
—————————,1253,species,1415660,A.Uropsilus sp. 1 TW-2013,1415660,B.Uropsilus sp. 1 TW-2013,=,,,moved,canonicalName,,tip
—————————,1254,species,1415661,A.Uropsilus sp. 2 TW-2013,1415661,B.Uropsilus sp. 2 TW-2013,=,,,moved,canonicalName,,tip
—————————,1255,species,1415662,A.Uropsilus sp. 3 TW-2013,1415662,B.Uropsilus sp. 3 TW-2013,=,,,moved,canonicalName,,tip
—————————,1256,species,1536768,A.Uropsilus sp. 1 FT-2014,1536768,B.Uropsilus sp. 1 FT-2014,=,,,moved,canonicalName,,tip
—————————,1257,species,,,1365247,B.Uropsilus sp. 1 FT-2013,,,,,,,
—————————,1258,species,,,1605932,B.Uropsilus sp. 4 FT-2015,,,,,,,
—————————,1259,species,,,1646110,B.Uropsilus sp. 5 FT-2015,,,,,,,
—————————,1260,species,,,1917492,B.Uropsilus sp. 1 KH-2016,,,,,,,
—————————,1261,species,,,2565826,B.Uropsilus sp. SAF 12098,,,,,,,
—————————,1262,species,,,2565827,B.Uropsilus sp. 1 TW-2018,,,,,,,
—————————,1263,species,,,2565828,B.Uropsilus sp. 3 TW-2018,,,,,,,
—————————,1264,species,,,2565829,B.Uropsilus sp. B TW-2018,,,,,,,
—————————,1265,species,,,2565830,B.Uropsilus sp. H TW-2018,,,,,,,
—————————,1266,species,,,2565831,B.Uropsilus sp. J TW-2018,,,,,,,
—————————,1267,species,,,2565832,B.Uropsilus sp. K TW-2018,,,,,,,
—————————,1268,species,,,2566028,B.Uropsilus sp. M TW-2018,,,,,,,
———————,1269,genus,182672,A.Scapanus,182672,B.Scapanus,=,,,,canonicalName,,
————————,1270,species,182673,A.Scapanus latimanus,182673,B.Scapanus latimanus,=,,,,canonicalName,,tip
————————,1271,species,182674,A.Scapanus orarius,182674,B.Scapanus orarius,=,,,,canonicalName,,tip
————————,1272,species,182675,A.Scapanus townsendii,182675,B.Scapanus townsendii,=,,,,canonicalName,,tip
———————,1273,genus,182676,A.Neurotrichus,,,,,,,,,
———————,1275,genus,182679,A.Dymecodon,,,,,,,,,
————————,1276,species,182680,A.Dymecodon pilirostris,182680,B.Dymecodon pilirostris,=,,,,canonicalName,,tip
———————,1277,genus,182681,A.Desmana,,,,,,,,,
———————,1279,genus,202256,A.Galemys,,,,,,,,,
———————,1281,genus,224954,A.Scaptonyx,,,,,,,,,
————————,1282,species,224955,A.Scaptonyx fusicaudus,224955,B.Scaptonyx fusicaudus,=,,,,canonicalName,,tip
———————,1283,genus,446352,A.Scaptochirus,,,,,,,,,
————————,1284,species,446353,A.Scaptochirus moschatus,446353,B.Scaptochirus moschatus,=,,,,canonicalName,,tip
———————,1285,genus,1300116,A.Scapanulus,,,,,,,,,
———————,1287,genus,1300118,A.Parascaptor,,,,,,,,,
———————,1289,genus,,,71118,B.Scalopus,,,,,,,
———————,1290,genus,,,94436,B.Parascalops,,,,,,,
———————,1291,genus,,,106105,B.Urotrichus,,,,,,,
———————,1292,genus,,,143301,B.Condylura,,,,,,,
———————,1293,genus,,,182676,B.Neurotrichus,,,,,,,
———————,1294,genus,,,182679,B.Dymecodon,,,,,,,
———————,1295,genus,,,182681,B.Desmana,,,,,,,
———————,1296,genus,,,202256,B.Galemys,,,,,,,
———————,1297,genus,,,224954,B.Scaptonyx,,,,,,,
———————,1298,genus,,,446352,B.Scaptochirus,,,,,,,
———————,1299,genus,,,1300116,B.Scapanulus,,,,,,,
———————,1300,genus,,,1300118,B.Parascaptor,,,,,,,
————————,1301,,,,2620149,B.unclassified Parascaptor,,,,,,,
—————————,1302,species,,,1917522,B.Parascaptor sp. KH-2016,,,,,,,
——————,1303,family,9376,A.Soricidae,9376,B.Soricidae,=,,,,canonicalName,number_of_children,
———————,1304,subfamily,183662,A.Crocidurinae,183662,B.Crocidurinae,=,,,,canonicalName,number_of_children,
————————,1305,genus,9377,A.Suncus,9377,B.Suncus,=,,,,scientificName,number_of_children,
—————————,1306,species,9378,A.Suncus murinus,9378,B.Suncus murinus,=,,,,scientificName,,subtree=
—————————,1310,species,109475,A.Suncus etruscus,109475,B.Suncus etruscus,=,,,,canonicalName,,tip
—————————,1311,species,148980,A.Suncus dayi,148980,B.Suncus dayi,=,,,,canonicalName,,tip
—————————,1312,species,148981,A.Suncus infinitesimus,148981,B.Suncus infinitesimus,=,,,,canonicalName,,tip
—————————,1313,species,148982,A.Suncus montanus,148982,B.Suncus montanus,=,,,,canonicalName,,tip
—————————,1314,species,148983,A.Suncus remyi,148983,B.Suncus remyi,=,,,,canonicalName,,tip
—————————,1315,species,268751,A.Suncus stoliczkanus,268751,B.Suncus stoliczkanus,=,,,,canonicalName,,tip
—————————,1316,species,350806,A.Suncus madagascariensis,350806,B.Suncus madagascariensis,=,,,,canonicalName,,tip
—————————,1317,species,362336,A.Suncus varilla,362336,B.Suncus varilla,=,,,,canonicalName,,tip
—————————,1318,species,456971,A.Suncus lixus,456971,B.Suncus lixus,=,,,,canonicalName,,tip
—————————,1319,species,458326,A.Suncus megalura,458326,B.Suncus megalura,=,,,,scientificName,,tip
—————————,1320,species,1147682,A.Suncus malayanus,1147682,B.Suncus malayanus,=,,,,scientificName,,tip
—————————,1321,species,1174668,A.Suncus fellowesgordoni,1174668,B.Suncus fellowesgordoni,=,,,,scientificName,,tip
—————————,1322,species,1427139,A.Suncus hututsi,1427139,B.Suncus hututsi,=,,,,scientificName,,tip
—————————,1323,,,,2638714,B.unclassified Suncus,particle-set<=,9377,A.Suncus,split,monotypic,,
————————,1327,genus,36801,A.Crocidura,36801,B.Crocidura,=,,,,scientificName,number_of_children,
—————————,1328,species,36802,A.Crocidura russula,36802,B.Crocidura russula,=,,,,canonicalName,,tip
—————————,1329,species,52631,A.Crocidura suaveolens,52631,B.Crocidura suaveolens,=,,,,scientificName,,subtree=
—————————,1333,species,61085,A.Crocidura beatus,61085,B.Crocidura beatus,=,,,,canonicalName,,tip
—————————,1334,species,61086,A.Crocidura beccarii,61086,B.Crocidura beccarii,=,,,,canonicalName,,tip
—————————,1335,species,61087,A.Crocidura brunnea,61087,B.Crocidura brunnea,=,,,,canonicalName,,tip
—————————,1336,species,61088,A.Crocidura elongata,61088,B.Crocidura elongata,=,,,,canonicalName,,tip
—————————,1337,species,61089,A.Crocidura foetida,,,,,,,,,
—————————,1339,species,61090,A.Crocidura fuliginosa,61090,B.Crocidura fuliginosa,=,,,,canonicalName,,tip
—————————,1340,species,61091,A.Crocidura lea,61091,B.Crocidura lea,=,,,,canonicalName,,tip
—————————,1341,species,61092,A.Crocidura lepidura,61092,B.Crocidura lepidura,=,,,,canonicalName,,tip
—————————,1342,species,61093,A.Crocidura levicula,61093,B.Crocidura levicula,=,,,,canonicalName,,tip
—————————,1343,species,61094,A.Crocidura mindorus,61094,B.Crocidura mindorus,=,,,,canonicalName,,tip
—————————,1344,species,61095,A.Crocidura musseri,61095,B.Crocidura musseri,=,,,,canonicalName,,tip
—————————,1345,species,61096,A.Crocidura nigripes,61096,B.Crocidura nigripes,=,,,,canonicalName,,subtree=
—————————,1348,species,61097,A.Crocidura paradoxura,61097,B.Crocidura paradoxura,=,,,,canonicalName,,tip
—————————,1349,species,61098,A.Crocidura rhoditis,61098,B.Crocidura rhoditis,=,,,,canonicalName,,tip
—————————,1350,species,62277,A.Crocidura dsinezumi,62277,B.Crocidura dsinezumi,=,,,,canonicalName,,tip
—————————,1351,species,65694,A.Crocidura sibirica,65694,B.Crocidura sibirica,=,,,,canonicalName,,tip
—————————,1352,species,109474,A.Crocidura leucodon,109474,B.Crocidura leucodon,=,,,,canonicalName,,tip
—————————,1353,species,148965,A.Crocidura hildegardeae,148965,B.Crocidura hildegardeae,=,,,,canonicalName,,tip
—————————,1354,species,148968,A.Crocidura crenata,148968,B.Crocidura crenata,=,,,,canonicalName,,tip
—————————,1355,species,148969,A.Crocidura dolichura,148969,B.Crocidura dolichura,=,,,,canonicalName,,tip
—————————,1356,species,148970,A.Crocidura goliath,148970,B.Crocidura goliath,=,,,,canonicalName,,tip
—————————,1357,species,148971,A.Crocidura grandiceps,148971,B.Crocidura grandiceps,=,,,,canonicalName,,tip
—————————,1358,species,148972,A.Crocidura grassei,148972,B.Crocidura grassei,=,,,,canonicalName,scientificName,tip
—————————,1359,species,148973,A.Crocidura jouvenetae,148973,B.Crocidura jouvenetae,=,,,,canonicalName,,tip
—————————,1360,species,148974,A.Crocidura ludia,148974,B.Crocidura ludia,=,,,,canonicalName,,tip
—————————,1361,species,148975,A.Crocidura muricauda,148975,B.Crocidura muricauda,=,,,,canonicalName,,tip
—————————,1362,species,148976,A.Crocidura nimbae,148976,B.Crocidura nimbae,=,,,,canonicalName,,tip
—————————,1363,species,148977,A.Crocidura obscurior,148977,B.Crocidura obscurior,=,,,,canonicalName,,tip
—————————,1364,species,148978,A.Crocidura roosevelti,148978,B.Crocidura roosevelti,=,,,,canonicalName,,tip
—————————,1365,species,150081,A.Crocidura lamottei,150081,B.Crocidura lamottei,=,,,,canonicalName,,tip
—————————,1366,species,150082,A.Crocidura malayana,150082,B.Crocidura malayana,=,,,,canonicalName,,tip
—————————,1367,species,167043,A.Crocidura lasiura,167043,B.Crocidura lasiura,=,,,,canonicalName,,tip
—————————,1368,species,167044,A.Crocidura attenuata,167044,B.Crocidura attenuata,=,,,,canonicalName,,tip
—————————,1369,species,167045,A.Crocidura watasei,167045,B.Crocidura watasei,=,,,,canonicalName,,tip
—————————,1370,species,183721,A.Crocidura shantungensis,183721,B.Crocidura shantungensis,=,,,,canonicalName,number_of_children,
——————————,1371,subspecies,,,1737902,B.Crocidura shantungensis quelpartis,,,,,,,
—————————,1372,species,214440,A.Crocidura denti,214440,B.Crocidura denti,=,,,,canonicalName,,tip
—————————,1373,species,214441,A.Crocidura douceti,214441,B.Crocidura douceti,=,,,,canonicalName,,tip
—————————,1374,species,214442,A.Crocidura flavescens,214442,B.Crocidura flavescens,=,,,,canonicalName,,tip
